City,Region,Neighborhood,Property Type,Area (sqm),Bedrooms,Bathrooms,Floor Number,Elevator,Property Age (years),Furnished,Listing Type,Selling Price (SAR)
Riyadh,South,Al-Mansourah,apartment,98,2,1,5,No,8,No,Sale,135087.49
Riyadh,South,Al-Dar Al-Baida,apartment,169,1,2,3,Yes,5,Yes,Sale,142545.99
Riyadh,East,Ishbiliyah,apartment,92,4,4,2,No,3,Yes,Sale,382600.04
Riyadh,East,Al-Rawdah,apartment,146,2,2,3,Yes,8,No,Sale,491460.75
Riyadh,North,Al-Sahafa,apartment,201,1,2,2,Yes,8,Yes,Sale,1740873.84
Riyadh,North,Al-Maseef,apartment,250,4,1,2,No,10,No,Sale,1847498.56
Riyadh,North,Al-Rabi,apartment,186,3,4,1,Yes,6,No,Sale,1334976.2
Riyadh,South,Al-Mansourah,apartment,128,4,3,3,Yes,2,No,Sale,144431.9
Riyadh,North,Al-Maseef,apartment,108,4,3,2,No,6,No,Sale,903080.55
Riyadh,North,Al-Maseef,apartment,98,1,3,1,Yes,9,Yes,Sale,1155109.01
Riyadh,Central,Al-Sulaimaniya,apartment,183,2,1,2,No,5,Yes,Sale,186821.68
Riyadh,South,Al-Difa,apartment,129,3,3,1,No,3,Yes,Sale,130534.24
Riyadh,Central,Al-Morouj,apartment,234,2,4,1,Yes,8,Yes,Sale,325914.69
Riyadh,North,Al-Jameah (University District),apartment,159,3,3,5,No,4,No,Sale,1851351.65
Riyadh,South,Al-Difa,apartment,119,4,3,4,No,7,No,Sale,110205.98
Riyadh,East,Al-Khaleej,apartment,231,1,2,3,Yes,8,No,Sale,796077.69
Riyadh,Central,Al-Maather,apartment,108,1,2,1,No,7,Yes,Sale,187955.73
Riyadh,East,Al-Hamra,apartment,113,3,1,1,Yes,8,Yes,Sale,377557.96
Riyadh,East,Al-Rawdah,apartment,256,1,2,2,Yes,7,No,Sale,1184111.85
Riyadh,East,Al-Ruwad,apartment,198,1,2,3,No,3,No,Sale,743799.57
Riyadh,North,Al-Izdihar,apartment,117,4,1,2,No,7,No,Sale,1309154.39
Riyadh,South,Al-Dar Al-Baida,apartment,167,4,4,5,Yes,6,No,Sale,156187.37
Riyadh,West,Al-Suwaidi,apartment,109,4,3,3,Yes,9,No,Sale,272227.57
Riyadh,North,Al-Yasmeen,apartment,184,2,4,5,Yes,10,Yes,Sale,1941509.16
Riyadh,South,Al-Khalidiyah,apartment,188,1,1,3,Yes,2,No,Sale,281015.94
Riyadh,West,Al-Mousa,apartment,257,4,4,1,Yes,8,Yes,Sale,735962.97
Riyadh,South,Al-Aziziyah,apartment,208,2,2,1,No,1,Yes,Sale,208581.15
Riyadh,South,Al-Mansourah,apartment,252,3,4,5,No,7,No,Sale,330971.4
Riyadh,Central,Al-Malaz,apartment,102,4,1,2,Yes,8,No,Sale,120148.85
Riyadh,South,Al-Khalidiyah,apartment,233,2,2,4,Yes,8,Yes,Sale,279860.98
Riyadh,South,Al-Ha’ir,apartment,228,3,2,3,No,4,Yes,Sale,195584.47
Riyadh,East,Al-Nahda,apartment,117,1,1,3,No,1,Yes,Sale,475639.88
Riyadh,East,Al-Munsiyah,apartment,156,4,3,1,Yes,8,Yes,Sale,520845.98
Riyadh,Central,Al-Fakheriyah,apartment,158,4,4,3,No,3,No,Sale,179985.17
Riyadh,Central,Al-Dhobat,apartment,89,1,4,3,No,6,No,Sale,148934.41
Riyadh,South,Al-Shaalan,apartment,121,1,4,3,No,3,Yes,Sale,168127.42
Riyadh,East,Granada (Ghernata),apartment,163,2,1,2,No,6,Yes,Sale,744863.37
Riyadh,North,Al-Sahafa,apartment,172,3,1,5,No,10,No,Sale,2050077.91
Riyadh,South,Al-Aziziyah,apartment,253,3,4,1,Yes,8,Yes,Sale,300984.91
Riyadh,Central,Al-Malaz,apartment,215,3,4,4,Yes,9,Yes,Sale,306637.59
Riyadh,West,Namar,apartment,253,3,2,3,No,8,No,Sale,775873.01
Riyadh,Central,Al-Wurud,apartment,122,2,2,3,No,2,Yes,Sale,164684.27
Riyadh,West,Shubra,apartment,116,3,2,4,Yes,8,Yes,Sale,305567.66
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,107,3,2,1,Yes,9,Yes,Sale,486449.26
Riyadh,North,Hittin,apartment,183,2,2,5,No,4,Yes,Sale,1870894.92
Riyadh,West,Tuwaiq,apartment,232,3,4,3,Yes,10,Yes,Sale,577727.68
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,217,2,4,5,Yes,2,Yes,Sale,1929534.9
Riyadh,South,Al-Aziziyah,apartment,106,4,2,5,Yes,7,No,Sale,149702.07
Riyadh,East,Al-Sulay,apartment,199,2,1,3,Yes,8,No,Sale,972570.86
Riyadh,East,Al-Rayan,apartment,203,2,3,5,Yes,1,Yes,Sale,959218.24
Riyadh,Central,Al-Murabba,apartment,115,1,2,3,No,5,No,Sale,206889.97
Riyadh,West,Sultanah,apartment,216,4,3,5,Yes,10,Yes,Sale,506309.74
Riyadh,South,Al-Aziziyah,apartment,192,2,2,4,Yes,2,Yes,Sale,177187.27
Riyadh,Central,Al-Dhobat,apartment,190,1,3,4,No,9,No,Sale,299492.83
Riyadh,South,Al-Aziziyah,apartment,89,4,2,4,No,2,No,Sale,107040.46
Riyadh,North,Al-Falah,apartment,120,2,4,2,Yes,10,No,Sale,1428809.69
Riyadh,South,Al-Shaalan,apartment,168,2,1,2,Yes,5,Yes,Sale,189829.36
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,102,4,2,4,Yes,6,Yes,Sale,337866.06
Riyadh,East,Granada (Ghernata),apartment,176,4,4,2,No,10,Yes,Sale,575760.59
Riyadh,North,Al-Aqiq,apartment,163,2,3,3,Yes,4,No,Sale,1549728.07
Riyadh,South,Al-Mansourah,apartment,218,3,1,4,Yes,3,No,Sale,293539.93
Riyadh,South,Badr,apartment,166,4,3,1,No,8,No,Sale,200925.11
Riyadh,East,Al-Quds,apartment,279,3,4,1,Yes,6,Yes,Sale,1336605.94
Riyadh,North,Al-Izdihar,apartment,188,1,3,3,Yes,1,Yes,Sale,1344222.3
Riyadh,North,Al-Nakheel,apartment,283,1,2,3,No,4,No,Sale,2719620.31
Riyadh,West,Al-Suwaidi,apartment,121,3,1,3,No,1,No,Sale,273600.78
Riyadh,Central,Al-Murqab,apartment,274,2,4,2,Yes,9,No,Sale,509339.24
Riyadh,North,Al-Malqa,apartment,216,2,1,5,Yes,8,Yes,Sale,1916207.29
Riyadh,South,Al-Khalidiyah,apartment,123,1,1,4,Yes,10,No,Sale,140854.84
Riyadh,West,Al-Mousa,apartment,224,4,3,2,No,2,No,Sale,732202.99
Riyadh,North,Hittin,apartment,227,4,2,1,Yes,6,Yes,Sale,2176636.87
Riyadh,East,Al-Sulay,apartment,192,2,4,3,No,3,No,Sale,639255.82
Riyadh,West,Al-Mousa,apartment,152,2,2,1,Yes,3,Yes,Sale,311730.41
Riyadh,North,Al-Jameah (University District),apartment,182,3,1,3,Yes,8,No,Sale,2092516.73
Riyadh,Central,Al-Murabba,apartment,149,4,2,2,No,2,Yes,Sale,268292.44
Riyadh,Central,Al-Dhobat,apartment,98,3,2,3,No,10,Yes,Sale,145015.64
Riyadh,East,Al-Hamra,apartment,213,1,1,5,Yes,10,Yes,Sale,873810.09
Riyadh,South,Al-Shifa,apartment,138,2,2,1,No,10,No,Sale,169112.39
Riyadh,South,Al-Ha’ir,apartment,233,2,2,3,Yes,1,Yes,Sale,274125.24
Riyadh,East,Al-Ruwad,apartment,277,2,4,5,No,7,Yes,Sale,924212.71
Riyadh,East,Al-Rawdah,apartment,126,1,3,4,No,5,Yes,Sale,417606.66
Riyadh,South,Al-Mansourah,apartment,231,1,2,4,Yes,10,Yes,Sale,321963.18
Riyadh,Central,Al-Murqab,apartment,145,3,1,2,No,6,Yes,Sale,209612.68
Riyadh,West,Al-Badiyah,apartment,210,1,1,4,Yes,4,No,Sale,773578.96
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,240,2,1,4,No,1,No,Sale,2128724.79
Riyadh,North,Hittin,apartment,131,4,3,4,No,2,Yes,Sale,1141045.17
Riyadh,East,Al-Jazirah,apartment,268,4,3,5,No,4,Yes,Sale,1190889.96
Riyadh,West,Shubra,apartment,181,4,3,2,Yes,1,No,Sale,658466.63
Riyadh,North,Al-Nakheel,apartment,204,2,1,5,No,6,Yes,Sale,1938944.37
Riyadh,East,Granada (Ghernata),apartment,204,1,2,5,No,10,Yes,Sale,720588.48
Riyadh,Central,Al-Wurud,apartment,279,4,4,1,No,10,No,Sale,340127.64
Riyadh,South,Badr,apartment,179,2,4,2,No,4,No,Sale,167745.92
Riyadh,West,Al-Badiyah,apartment,238,1,1,5,Yes,2,Yes,Sale,940846.47
Riyadh,North,Al-Sahafa,apartment,239,1,4,2,No,2,Yes,Sale,1790951.72
Riyadh,East,Al-Nahda,apartment,214,3,3,2,Yes,7,Yes,Sale,989669.61
Riyadh,North,Al-Qirawan,apartment,205,3,1,4,No,3,Yes,Sale,1769022.84
Riyadh,Central,Al-Murqab,apartment,217,2,1,3,No,2,Yes,Sale,262097.66
Riyadh,South,Badr,apartment,238,2,3,3,Yes,9,Yes,Sale,234362.08
Riyadh,East,Al-Ruwad,apartment,282,3,2,3,Yes,5,Yes,Sale,992137.32
Riyadh,West,Ad-Diriyah,apartment,153,4,1,3,No,1,Yes,Sale,364006.06
Riyadh,West,Ad-Diriyah,apartment,233,2,3,1,Yes,1,No,Sale,513716.42
Riyadh,West,Sultanah,apartment,194,4,3,2,No,5,No,Sale,679820.69
Riyadh,North,Al-Sahafa,apartment,140,1,4,1,Yes,1,Yes,Sale,1596364.77
Riyadh,West,Shubra,apartment,92,1,3,3,No,7,No,Sale,209263.7
Riyadh,North,Al-Malqa,apartment,254,4,4,3,No,3,No,Sale,2401660.94
Riyadh,South,Badr,apartment,151,4,2,2,No,8,Yes,Sale,213797.57
Riyadh,Central,Al-Wurud,apartment,171,2,4,5,Yes,1,Yes,Sale,267289.33
Riyadh,Central,Al-Malaz,apartment,134,1,3,4,Yes,2,Yes,Sale,156606.57
Riyadh,North,Al-Aqiq,apartment,242,2,1,5,Yes,1,Yes,Sale,2394990.52
Riyadh,Central,Al-Yamamah,apartment,186,3,4,5,No,4,Yes,Sale,268621.63
Riyadh,East,Al-Manar,apartment,112,4,3,4,Yes,7,No,Sale,439658.44
Riyadh,East,Ishbiliyah,apartment,148,3,4,4,Yes,4,Yes,Sale,729066.48
Riyadh,South,Al-Dar Al-Baida,apartment,192,4,4,3,Yes,2,Yes,Sale,262485.69
Riyadh,South,Al-Fawaz,apartment,103,3,2,2,Yes,6,Yes,Sale,122537.19
Riyadh,West,Ad-Diriyah,apartment,227,4,1,5,No,2,No,Sale,898067.51
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,97,1,3,5,No,8,No,Sale,419669.63
Riyadh,West,Al-Badiyah,apartment,141,3,1,5,No,4,Yes,Sale,378197.75
Riyadh,Central,Al-Malaz,apartment,190,2,1,4,Yes,1,Yes,Sale,202877.2
Riyadh,Central,Al-Malaz,apartment,280,1,4,3,No,10,No,Sale,463049.59
Riyadh,Central,Al-Murabba,apartment,218,3,4,5,Yes,7,Yes,Sale,364751.79
Riyadh,North,Al-Yasmeen,apartment,203,2,1,5,Yes,7,No,Sale,1959708.13
Riyadh,South,Al-Fawaz,apartment,170,2,3,1,No,9,No,Sale,158630.83
Riyadh,East,Al-Ruwad,apartment,215,2,1,3,Yes,5,Yes,Sale,781055.49
Riyadh,East,Al-Sulay,apartment,204,2,1,4,Yes,1,Yes,Sale,922268.95
Riyadh,West,Al-Oraija,apartment,170,2,1,2,Yes,7,Yes,Sale,435290.41
Riyadh,North,Al-Qirawan,apartment,112,4,2,5,Yes,9,Yes,Sale,872376.95
Riyadh,Central,Al-Olaya,apartment,99,2,4,5,Yes,1,Yes,Sale,147457.08
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,163,3,2,5,No,5,Yes,Sale,355980.34
Riyadh,Central,Al-Wurud,apartment,245,3,3,3,No,1,No,Sale,451207.69
Riyadh,North,Al-Wadi,apartment,174,4,3,4,No,7,Yes,Sale,1996651.57
Riyadh,South,Al-Difa,apartment,266,4,2,3,Yes,6,No,Sale,246305.38
Riyadh,West,Shubra,apartment,150,2,3,2,Yes,3,No,Sale,326776.07
Riyadh,Central,Al-Olaya,apartment,109,3,1,3,No,10,No,Sale,133057.98
Riyadh,South,Al-Khalidiyah,apartment,98,3,4,3,No,8,No,Sale,146426.26
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,201,2,2,5,Yes,1,Yes,Sale,406551.11
Riyadh,North,Al-Maseef,apartment,284,2,3,3,Yes,8,No,Sale,3198981.69
Riyadh,Central,Al-Murqab,apartment,261,4,1,1,Yes,7,No,Sale,506157.17
Riyadh,North,Al-Yasmeen,apartment,139,1,3,1,No,6,Yes,Sale,1124932.67
Riyadh,Central,Al-Murabba,apartment,218,4,3,3,Yes,2,No,Sale,419531.33
Riyadh,North,Al-Sahafa,apartment,201,4,2,3,Yes,2,No,Sale,2037472.78
Riyadh,West,Sultanah,apartment,102,3,2,3,No,1,No,Sale,383706.41
Riyadh,North,Al-Qirawan,apartment,168,4,4,3,No,8,No,Sale,1213892.86
Riyadh,East,Al-Jazirah,apartment,281,3,3,3,No,7,Yes,Sale,879514.26
Riyadh,North,Al-Falah,apartment,160,3,4,4,Yes,9,No,Sale,1456395.46
Riyadh,East,Qurtubah,apartment,94,1,3,4,No,6,No,Sale,464571.99
Riyadh,East,Al-Munsiyah,apartment,260,2,2,1,Yes,5,Yes,Sale,859252.45
Riyadh,West,Al-Suwaidi,apartment,104,3,2,3,Yes,9,No,Sale,387850.92
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,263,2,4,3,Yes,7,Yes,Sale,3055825.05
Riyadh,North,Al-Aarid,apartment,203,3,4,3,No,2,Yes,Sale,1626013.92
Riyadh,North,Al-Ghadeer,apartment,204,2,4,5,No,10,No,Sale,1587151.83
Riyadh,East,Al-Nahda,apartment,184,2,3,4,Yes,2,Yes,Sale,552025.89
Riyadh,Central,Al-Olaya,apartment,135,3,3,3,Yes,9,No,Sale,178493.29
Riyadh,South,Al-Shaalan,apartment,128,3,3,4,No,2,No,Sale,131902.31
Riyadh,East,Al-Sulay,apartment,236,1,3,2,Yes,8,No,Sale,1084703.39
Riyadh,East,Al-Quds,apartment,118,4,3,4,No,3,No,Sale,473054.35
Riyadh,Central,Al-Dhobat,apartment,183,3,4,3,No,6,No,Sale,200105.37
Riyadh,South,Al-Dar Al-Baida,apartment,94,3,3,3,Yes,6,No,Sale,93175.52
Riyadh,North,Al-Izdihar,apartment,117,3,3,5,Yes,8,Yes,Sale,1194274.4
Riyadh,West,Al-Suwaidi,apartment,202,2,4,4,Yes,8,Yes,Sale,461276.81
Riyadh,North,Al-Ghadeer,apartment,259,1,1,3,Yes,8,Yes,Sale,2632595.68
Riyadh,East,Al-Munsiyah,apartment,182,4,4,5,No,3,No,Sale,590979.3
Riyadh,West,Al-Badiyah,apartment,163,4,1,3,Yes,8,No,Sale,612963.36
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,280,4,3,3,No,4,Yes,Sale,560136.45
Riyadh,Central,Al-Wurud,apartment,109,4,1,5,No,6,Yes,Sale,195334.54
Riyadh,Central,Al-Jaradiyah,apartment,236,4,1,1,No,10,No,Sale,374305.84
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,180,4,3,1,Yes,3,Yes,Sale,609589.77
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,123,3,3,4,No,5,Yes,Sale,419340.79
Riyadh,West,Al-Oraija,apartment,173,1,3,4,No,3,No,Sale,490034.43
Riyadh,West,Al-Mousa,apartment,101,2,1,3,Yes,5,Yes,Sale,317009.07
Riyadh,West,Tuwaiq,apartment,265,4,2,4,Yes,6,Yes,Sale,968918.65
Riyadh,North,Al-Rabi,apartment,282,2,2,2,No,10,Yes,Sale,3088139.33
Riyadh,South,Al-Marwah,apartment,213,1,2,2,No,8,No,Sale,234046.97
Riyadh,East,Al-Shuhada,apartment,109,3,4,5,Yes,1,No,Sale,499973.84
Riyadh,South,Al-Fawaz,apartment,120,2,1,1,Yes,3,Yes,Sale,159127.16
Riyadh,Central,Al-Murqab,apartment,180,2,4,1,No,7,Yes,Sale,195159.57
Riyadh,South,Al-Dar Al-Baida,apartment,273,2,2,5,Yes,1,No,Sale,237849.4
Riyadh,East,Al-Sulay,apartment,190,2,4,5,No,5,No,Sale,947859.5
Riyadh,Central,Al-Murabba,apartment,248,2,1,4,Yes,2,No,Sale,462613.41
Riyadh,South,Al-Dar Al-Baida,apartment,182,2,3,1,No,8,Yes,Sale,174274.97
Riyadh,East,Al-Rayan,apartment,240,2,2,1,No,1,No,Sale,722740.18
Riyadh,North,Al-Aqiq,apartment,139,4,4,5,Yes,6,No,Sale,1574927.94
Riyadh,South,Al-Shaalan,apartment,243,2,3,1,No,4,No,Sale,325063.32
Riyadh,North,Al-Aarid,apartment,152,3,3,4,No,7,Yes,Sale,1727762.6
Riyadh,North,Al-Wadi,apartment,103,2,3,3,No,7,No,Sale,809346.15
Riyadh,East,Al-Shuhada,apartment,185,3,2,2,Yes,7,Yes,Sale,591571.87
Riyadh,Central,Al-Batha,apartment,124,3,1,1,Yes,4,Yes,Sale,186205.53
Riyadh,East,Al-Rayan,apartment,227,2,3,1,Yes,7,Yes,Sale,830590.73
Riyadh,West,Al-Oraija,apartment,100,4,4,3,Yes,4,No,Sale,351538.96
Riyadh,Central,Al-Yamamah,apartment,109,2,4,1,Yes,2,No,Sale,140092.67
Riyadh,West,Ad-Diriyah,apartment,252,3,1,3,Yes,5,Yes,Sale,960316.76
Riyadh,East,Al-Jazirah,apartment,201,3,3,2,No,9,Yes,Sale,880868.05
Riyadh,South,Al-Mansourah,apartment,188,3,4,5,Yes,10,Yes,Sale,216149.66
Riyadh,Central,Al-Jaradiyah,apartment,153,3,3,4,No,2,No,Sale,239322.74
Riyadh,South,Al-Mansourah,apartment,271,3,4,5,Yes,1,Yes,Sale,267234.96
Riyadh,Central,Al-Wurud,apartment,134,2,2,2,No,6,No,Sale,178341.0
Riyadh,South,Al-Khalidiyah,apartment,198,4,2,1,Yes,4,Yes,Sale,223893.22
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,107,4,1,5,No,5,No,Sale,354276.81
Riyadh,East,Al-Rawdah,apartment,103,1,3,2,No,7,No,Sale,492135.98
Riyadh,Central,Al-Olaya,apartment,91,3,3,5,Yes,9,Yes,Sale,174205.39
Riyadh,North,Al-Sahafa,apartment,98,4,3,1,No,3,No,Sale,689509.87
Riyadh,East,Al-Yarmouk,apartment,146,1,2,3,Yes,7,Yes,Sale,475190.96
Riyadh,South,Al-Mansourah,apartment,96,4,2,4,No,3,Yes,Sale,115624.43
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,183,3,4,1,No,1,No,Sale,745511.98
Riyadh,East,Qurtubah,apartment,216,2,3,3,No,9,No,Sale,999967.75
Riyadh,Central,Al-Sulaimaniya,apartment,219,1,2,1,Yes,2,No,Sale,243938.34
Riyadh,Central,Al-Morouj,apartment,174,4,4,5,Yes,2,Yes,Sale,245830.66
Riyadh,East,Al-Shuhada,apartment,216,4,2,1,No,10,No,Sale,776483.67
Riyadh,North,Al-Izdihar,apartment,259,2,4,3,Yes,3,Yes,Sale,2374759.63
Riyadh,North,Al-Wadi,apartment,264,3,1,2,Yes,9,No,Sale,3033963.87
Riyadh,East,Qurtubah,apartment,234,3,1,4,No,7,Yes,Sale,949771.94
Riyadh,North,Al-Jameah (University District),apartment,280,2,2,5,No,7,No,Sale,2035915.16
Riyadh,South,Al-Difa,apartment,191,1,1,3,No,3,Yes,Sale,252629.37
Riyadh,South,Al-Marwah,apartment,110,3,1,3,Yes,10,No,Sale,137063.74
Riyadh,East,Al-Shuhada,apartment,121,4,1,1,No,6,No,Sale,442812.72
Riyadh,Central,Al-Murqab,apartment,119,2,1,3,Yes,4,No,Sale,160172.51
Riyadh,North,Al-Izdihar,apartment,201,4,4,3,Yes,9,No,Sale,1521787.44
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,226,1,4,2,Yes,9,Yes,Sale,1122812.12
Riyadh,East,Al-Munsiyah,apartment,130,2,4,5,No,2,Yes,Sale,434283.45
Riyadh,East,Ishbiliyah,apartment,233,2,2,3,Yes,7,Yes,Sale,1086432.29
Riyadh,North,Al-Sahafa,apartment,94,1,3,1,Yes,8,No,Sale,1043186.19
Riyadh,West,Al-Badiyah,apartment,146,1,2,2,No,10,Yes,Sale,362471.26
Riyadh,Central,Al-Maather,apartment,262,1,3,1,Yes,2,No,Sale,501855.27
Riyadh,East,Al-Yarmouk,apartment,128,4,3,4,No,4,No,Sale,388311.57
Riyadh,North,Al-Wadi,apartment,273,1,3,1,No,9,No,Sale,2351052.08
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,100,4,3,2,Yes,9,Yes,Sale,228743.13
Riyadh,East,Al-Rayan,apartment,98,1,1,1,Yes,9,No,Sale,347982.07
Riyadh,East,Al-Jazirah,apartment,146,4,3,3,Yes,8,Yes,Sale,472743.84
Riyadh,South,Badr,apartment,249,2,1,5,No,1,No,Sale,348868.12
Riyadh,North,Al-Aqiq,apartment,90,3,1,5,No,5,No,Sale,643962.65
Riyadh,South,Al-Mansourah,apartment,220,1,3,5,Yes,2,Yes,Sale,238329.35
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,181,4,1,3,No,1,Yes,Sale,709056.57
Riyadh,West,Al-Huda,apartment,115,3,2,2,Yes,9,Yes,Sale,276237.37
Riyadh,South,Al-Fawaz,apartment,157,2,3,3,No,3,Yes,Sale,181053.4
Riyadh,North,Al-Qirawan,apartment,241,4,1,5,Yes,9,No,Sale,2296518.53
Riyadh,South,Al-Dar Al-Baida,apartment,247,1,1,3,No,7,Yes,Sale,253838.18
Riyadh,East,Al-Khaleej,apartment,258,4,3,1,No,4,Yes,Sale,806410.34
Riyadh,East,Al-Rimal,apartment,102,2,2,2,No,3,Yes,Sale,387846.4
Riyadh,East,Granada (Ghernata),apartment,103,3,1,2,No,4,Yes,Sale,481054.46
Riyadh,North,Al-Yasmeen,apartment,192,1,1,2,No,6,Yes,Sale,1363579.55
Riyadh,South,Al-Marwah,apartment,264,2,3,5,Yes,7,No,Sale,369688.0
Riyadh,West,Al-Suwaidi,apartment,238,2,4,3,Yes,5,No,Sale,849798.15
Riyadh,Central,Al-Maather,apartment,114,4,1,3,Yes,3,Yes,Sale,157030.87
Riyadh,East,Al-Munsiyah,apartment,158,4,4,5,No,1,No,Sale,716815.49
Riyadh,West,Sultanah,apartment,155,3,1,4,Yes,8,Yes,Sale,355215.71
Riyadh,South,Al-Fawaz,apartment,226,3,1,2,No,7,No,Sale,227882.78
Riyadh,North,Al-Rabi,apartment,169,2,2,3,Yes,10,No,Sale,2016516.92
Riyadh,East,Al-Sulay,apartment,255,1,1,5,No,4,Yes,Sale,872826.96
Riyadh,North,Hittin,apartment,185,3,1,5,Yes,3,No,Sale,2130829.05
Riyadh,Central,Al-Murqab,apartment,230,3,4,5,Yes,7,No,Sale,400246.42
Riyadh,West,Dhahret Laban,apartment,204,1,4,3,No,1,No,Sale,446265.86
Riyadh,East,Al-Ruwad,apartment,257,1,2,4,No,5,Yes,Sale,1262538.36
Riyadh,South,Al-Ha’ir,apartment,150,4,3,2,No,10,No,Sale,207363.63
Riyadh,South,Al-Ha’ir,apartment,284,2,3,5,No,2,No,Sale,401116.37
Riyadh,East,Granada (Ghernata),apartment,143,3,4,3,Yes,5,No,Sale,627892.9
Riyadh,South,Al-Dar Al-Baida,apartment,102,1,2,4,Yes,9,No,Sale,84014.03
Riyadh,East,Al-Khaleej,apartment,281,2,2,3,No,2,No,Sale,873053.9
Riyadh,South,Al-Aziziyah,apartment,167,1,1,1,No,1,No,Sale,235950.12
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,145,2,4,5,No,4,Yes,Sale,1074435.08
Riyadh,South,Al-Dar Al-Baida,apartment,150,1,4,2,No,5,No,Sale,155663.67
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,208,1,1,1,No,2,Yes,Sale,447766.36
Riyadh,Central,Al-Jaradiyah,apartment,156,2,4,4,Yes,2,Yes,Sale,181200.83
Riyadh,South,Al-Marwah,apartment,283,1,2,3,No,2,Yes,Sale,371016.31
Riyadh,South,Al-Difa,apartment,200,2,3,4,Yes,2,No,Sale,264874.55
Riyadh,East,Al-Nahda,apartment,231,1,3,2,Yes,5,No,Sale,1140876.4
Riyadh,East,Al-Munsiyah,apartment,281,4,2,4,No,10,Yes,Sale,844457.38
Riyadh,North,Al-Izdihar,apartment,146,2,4,2,Yes,1,No,Sale,1458192.5
Riyadh,Central,Al-Fakheriyah,apartment,133,1,3,2,No,2,Yes,Sale,140277.63
Riyadh,South,Al-Khalidiyah,apartment,107,3,1,3,Yes,10,Yes,Sale,106436.5
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,192,1,4,4,No,2,No,Sale,904223.03
Riyadh,West,Sultanah,apartment,113,2,4,4,No,1,Yes,Sale,393574.87
Riyadh,West,Namar,apartment,142,1,2,2,No,6,Yes,Sale,550378.86
Riyadh,West,Sultanah,apartment,162,2,2,1,Yes,5,No,Sale,550064.87
Riyadh,Central,Al-Olaya,apartment,164,2,1,4,Yes,1,Yes,Sale,248670.32
Riyadh,South,Al-Fawaz,apartment,202,1,4,5,No,9,Yes,Sale,295976.54
Riyadh,East,Al-Khaleej,apartment,108,4,3,4,No,1,No,Sale,466145.53
Riyadh,Central,Al-Morouj,apartment,97,1,3,5,No,2,No,Sale,99301.82
Riyadh,East,Al-Jazirah,apartment,122,4,1,4,No,4,Yes,Sale,595066.18
Riyadh,South,Badr,apartment,93,1,2,5,No,7,No,Sale,134468.13
Riyadh,South,Al-Shaalan,apartment,221,3,1,4,No,4,No,Sale,186667.86
Riyadh,Central,Al-Malaz,apartment,122,2,1,3,No,3,Yes,Sale,238142.76
Riyadh,North,Al-Aqiq,apartment,253,1,4,4,Yes,8,No,Sale,3021796.52
Riyadh,South,Al-Fawaz,apartment,173,1,3,1,No,6,No,Sale,145506.76
Riyadh,North,Al-Malqa,apartment,221,4,2,2,Yes,5,No,Sale,1840150.02
Riyadh,North,Al-Yasmeen,apartment,129,2,4,2,No,8,No,Sale,1204063.83
Riyadh,Central,Al-Olaya,apartment,224,4,1,5,No,9,No,Sale,275157.32
Riyadh,East,Granada (Ghernata),apartment,99,4,3,4,No,3,No,Sale,393510.53
Riyadh,East,Al-Sulay,apartment,215,4,3,2,No,2,Yes,Sale,1039078.13
Riyadh,South,Al-Shifa,apartment,251,1,1,1,Yes,10,No,Sale,231354.06
Riyadh,South,Al-Marwah,apartment,281,4,4,1,No,5,No,Sale,315184.12
Riyadh,West,Tuwaiq,apartment,225,2,2,3,Yes,3,No,Sale,499775.0
Riyadh,Central,Al-Murabba,apartment,160,4,3,5,No,6,Yes,Sale,225299.59
Riyadh,East,Al-Nahda,apartment,95,1,1,5,No,5,No,Sale,376406.68
Riyadh,North,Al-Nada,apartment,245,2,2,2,Yes,6,No,Sale,2022733.51
Riyadh,Central,Al-Olaya,apartment,284,3,3,4,Yes,7,No,Sale,442408.17
Riyadh,South,Al-Fawaz,apartment,239,2,4,5,Yes,7,No,Sale,250996.08
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,188,4,3,4,Yes,9,No,Sale,703452.36
